Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
17-05-2024,24.6,33.0,27.9,90.0,15.8,1.8,4.0,300.0,1.0,C 
18-05-2024,25.4,30.3,26.6,94.0,4.8,6.8,3.0,300.0,1.0,C 
19-05-2024,24.7,33.2,28.1,87.0,1.9,2.3,3.0,100.0,1.0,C 
20-05-2024,25.0,33.7,28.5,84.0,3.1,7.4,4.0,300.0,1.0,C 
21-05-2024,24.7,34.0,29.1,82.0,0.0,7.8,4.0,160.0,1.0,C 
22-05-2024,25.2,30.2,26.8,93.0,3.4,9.0,2.0,110.0,0.0,C 
23-05-2024,25.0,31.4,27.1,90.0,0.0,0.0,3.0,250.0,1.0,C 
24-05-2024,25.0,32.6,29.0,83.0,0.0,1.4,4.0,310.0,1.0,C 
25-05-2024,26.1,32.6,27.7,89.0,0.0,9.9,3.0,180.0,2.0,S 
26-05-2024,25.2,33.7,27.8,86.0,4.5,2.2,5.0,190.0,2.0,C 
27-05-2024,24.4,32.8,27.7,87.0,7.8,6.6,3.0,300.0,1.0,C 
28-05-2024,24.9,34.2,28.9,88.0,1.9,6.9,3.0,290.0,1.0,C 
29-05-2024,25.0,34.2,28.5,87.0,6.3,5.1,4.0,150.0,1.0,C 
30-05-2024,25.0,33.6,28.5,86.0,0.0,6.4,4.0,230.0,1.0,C 
31-05-2024,24.8,34.4,28.7,84.0,0.3,6.8,3.0,140.0,1.0,C 
01-06-2024,25.0,32.2,27.5,91.0,9.5,4.4,3.0,150.0,0.0,C 
02-06-2024,25.2,26.9,25.0,99.0,1.0,0.0,2.0,300.0,0.0,C 
03-06-2024,24.1,32.0,27.2,90.0,103.4,0.0,2.0,150.0,1.0,C 
04-06-2024,24.8,33.4,27.8,85.0,0.0,1.2,4.0,160.0,2.0,S 
06-06-2024,24.7,33.4,28.5,86.0,5.9,6.5,5.0,160.0,1.0,C 
07-06-2024,23.8,32.2,26.7,86.0,17.5,3.4,4.0,170.0,1.0,C 
08-06-2024,23.7,34.0,28.0,85.0,3.7,5.7,2.0,160.0,0.0,C 
09-06-2024,24.5,34.3,29.1,83.0,0.0,1.3,3.0,330.0,1.0,C 
10-06-2024,25.0,32.6,26.2,90.0,0.0,9.1,2.0,110.0,1.0,C 
11-06-2024,23.5,32.1,27.7,89.0,3.2,2.6,3.0,320.0,0.0,C 
12-06-2024,23.8,33.2,28.2,85.0,0.0,5.8,3.0,290.0,1.0,C 
13-06-2024,24.6,33.8,28.2,82.0,1.3,5.3,3.0,300.0,1.0,C 
14-06-2024,24.3,33.3,28.2,81.0,0.0,6.8,3.0,300.0,1.0,C 
15-06-2024,24.6,33.2,28.2,83.0,0.0,8.3,4.0,290.0,1.0,C 
16-06-2024,23.8,33.3,27.5,87.0,0.4,7.9,5.0,260.0,1.0,C 
17-06-2024,24.5,33.5,28.1,85.0,0.0,5.6,2.0,170.0,1.0,C 
18-06-2024,24.9,31.9,27.2,90.0,0.2,5.7,2.0,170.0,1.0,C 
19-06-2024,24.3,33.3,27.9,84.0,0.9,1.2,3.0,90.0,1.0,C 
20-06-2024,24.0,28.8,26.1,92.0,0.0,4.4,2.0,170.0,0.0,C 
21-06-2024,24.2,32.0,27.0,88.0,0.0,0.0,3.0,160.0,1.0,S 
22-06-2024,23.3,31.2,26.7,88.0,12.4,0.3,6.0,290.0,2.0,SE
23-06-2024,23.6,31.7,26.6,86.0,9.1,2.7,2.0,140.0,1.0,C 
24-06-2024,23.7,33.4,28.0,84.0,0.0,1.9,4.0,320.0,1.0,C 
25-06-2024,24.0,33.7,28.2,85.0,0.0,7.3,4.0,330.0,1.0,C 
26-06-2024,24.7,33.0,27.7,89.0,0.0,8.2,3.0,70.0,1.0,C 
27-06-2024,24.2,32.1,27.1,90.0,21.0,4.5,4.0,330.0,1.0,C 
28-06-2024,24.2,32.5,26.6,90.0,1.3,2.9,5.0,170.0,1.0,C 
29-06-2024,23.6,32.8,26.8,92.0,13.1,3.2,4.0,240.0,1.0,C 
30-06-2024,23.8,33.3,26.3,90.0,4.2,1.8,4.0,170.0,1.0,C 
