Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2023-11-19,25.0,31.8,27.3,89.0,4.3,6.1,3.0,280.0,1.0,C 
2023-11-20,24.2,32.6,28.0,88.0,16.7,2.4,3.0,290.0,1.0,C 
2023-11-21,24.8,32.2,28.2,88.0,2.3,6.6,3.0,300.0,0.0,C 
2023-11-22,24.2,30.0,26.6,92.0,6.1,4.0,3.0,280.0,1.0,C 
2023-11-23,24.5,29.7,24.9,97.0,14.5,0.7,3.0,120.0,1.0,C 
2023-11-24,23.8,31.8,26.7,89.0,24.9,0.0,3.0,240.0,1.0,C 
2023-11-25,24.2,33.4,27.2,87.0,0.4,3.5,4.0,150.0,1.0,C 
2023-11-26,24.3,30.0,26.6,89.0,8.4,4.7,3.0,250.0,1.0,C 
2023-11-27,24.0,30.6,26.3,91.0,7.3,1.2,4.0,250.0,1.0,C 
2023-11-28,24.0,32.0,27.4,88.0,23.9,0.8,3.0,290.0,1.0,C 
2023-11-29,23.9,32.4,27.8,86.0,1.1,3.7,4.0,330.0,1.0,C 
2023-11-30,24.4,28.0,25.8,96.0,0.0,8.7,2.0,310.0,0.0,C 
2023-12-01,24.2,30.8,25.8,93.0,20.8,0.0,4.0,240.0,2.0,SE
2023-12-02,23.7,31.5,27.5,88.0,46.8,2.9,2.0,130.0,0.0,C 
2023-12-03,25.0,29.7,25.9,95.0,1.5,4.1,3.0,330.0,0.0,C 
2023-12-04,24.0,30.9,26.1,91.0,12.0,1.8,4.0,290.0,1.0,C 
2023-12-05,23.7,29.5,25.8,92.0,39.2,6.5,1.0,20.0,0.0,C 
2023-12-06,23.2,31.2,27.8,86.0,0.2,0.0,3.0,310.0,1.0,C 
2023-12-07,24.7,31.6,27.5,89.0,14.5,8.9,3.0,280.0,1.0,C 
2023-12-08,25.0,31.8,27.6,88.0,4.5,2.9,3.0,290.0,1.0,C 
2023-12-09,24.8,32.3,27.5,88.0,0.0,5.6,3.0,310.0,1.0,C 
2023-12-10,24.2,32.0,27.7,85.0,1.9,7.0,4.0,230.0,1.0,C 
2023-12-11,24.2,31.6,26.1,92.0,1.9,7.9,4.0,270.0,1.0,C 
2023-12-12,23.4,32.4,27.3,87.0,7.2,3.5,4.0,300.0,1.0,C 
2023-12-13,23.8,31.8,27.3,86.0,0.3,6.8,4.0,320.0,1.0,C 
2023-12-14,24.0,33.1,27.0,90.0,0.0,6.4,2.0,140.0,1.0,C 
2023-12-15,24.4,32.0,27.1,88.0,18.6,4.9,3.0,100.0,1.0,C 
2023-12-16,23.8,32.0,27.8,86.0,0.0,4.4,4.0,310.0,1.0,C 
2023-12-17,23.8,32.8,27.2,90.0,0.0,6.7,3.0,70.0,1.0,C 
2023-12-18,24.2,31.7,27.5,89.0,0.8,2.6,3.0,260.0,1.0,C 
2023-12-19,25.0,29.2,25.8,94.0,18.0,5.5,4.0,170.0,1.0,C 
2023-12-20,23.1,32.6,28.4,82.0,2.6,0.2,4.0,300.0,1.0,C 
2023-12-21,24.7,32.0,27.1,90.0,3.3,10.4,4.0,250.0,1.0,SE
2023-12-22,24.6,31.8,26.4,91.0,1.3,5.9,4.0,260.0,1.0,C 
2023-12-23,24.0,33.4,26.7,91.0,9.4,4.6,3.0,300.0,1.0,C 
2023-12-24,24.5,31.3,27.2,89.0,38.1,5.6,4.0,260.0,1.0,C 
2023-12-25,24.2,28.0,25.6,96.0,46.0,1.8,1.0,110.0,0.0,C 
2023-12-26,24.1,31.2,26.7,90.0,19.4,0.0,4.0,280.0,1.0,C 
2023-12-27,24.3,31.8,27.5,88.0,5.4,4.5,3.0,210.0,1.0,C 
2023-12-28,24.3,31.8,27.6,90.0,1.9,4.0,3.0,190.0,0.0,C 
2023-12-29,24.8,31.0,26.8,92.0,0.9,3.4,2.0,130.0,0.0,C 
2023-12-30,24.4,31.4,27.3,90.0,7.6,2.6,3.0,90.0,1.0,E 
2023-12-31,24.4,29.1,26.6,94.0,2.8,1.2,2.0,60.0,0.0,C 
2024-01-01,24.3,31.8,27.3,90.0,0.4,0.2,3.0,280.0,1.0,C 
2024-01-02,24.3,31.7,26.9,89.0,12.3,6.7,3.0,260.0,1.0,C 
2024-01-03,24.2,32.4,27.3,89.0,0.1,4.2,4.0,310.0,1.0,C 
2024-01-04,23.8,31.4,25.9,94.0,0.0,5.8,2.0,170.0,1.0,E 
2024-01-05,23.8,30.8,26.7,89.0,67.3,1.8,3.0,300.0,1.0,C 
2024-01-06,23.6,31.7,26.6,92.0,0.1,6.1,2.0,310.0,0.0,C 
2024-01-07,24.2,29.9,26.3,91.0,26.7,3.5,2.0,150.0,0.0,C 
2024-01-08,23.7,31.1,26.9,89.0,0.1,0.4,3.0,230.0,1.0,C 
2024-01-09,23.6,32.2,27.2,88.0,0.1,4.5,4.0,270.0,1.0,C 
2024-01-10,24.6,30.6,26.3,92.0,1.3,7.3,2.0,150.0,1.0,C 
2024-01-11,23.8,31.2,27.2,89.0,19.2,1.6,3.0,80.0,1.0,C 
2024-01-12,24.0,30.9,26.0,94.0,0.5,5.5,3.0,300.0,1.0,C 
2024-01-13,23.7,30.1,26.8,91.0,30.7,3.8,3.0,250.0,1.0,C 
2024-01-14,24.1,30.1,26.7,91.0,20.2,1.4,3.0,290.0,1.0,C 
2024-01-15,24.6,31.1,27.0,90.0,28.1,3.6,3.0,320.0,1.0,C 
2024-01-16,24.7,31.3,27.1,89.0,7.3,7.0,5.0,310.0,1.0,C 
2024-01-17,24.8,31.6,27.2,89.0,7.1,4.3,4.0,90.0,1.0,C 
2024-01-18,24.4,33.0,25.3,97.0,26.2,3.2,3.0,160.0,1.0,C 
2024-01-19,24.4,32.2,26.9,88.0,15.5,0.0,5.0,170.0,1.0,C 
2024-01-20,24.0,31.8,26.2,92.0,23.7,3.9,4.0,290.0,1.0,SE
2024-01-21,24.1,31.0,27.3,90.0,8.2,2.7,3.0,310.0,0.0,C 
2024-01-23,23.9,31.9,25.8,93.0,0.0,4.9,4.0,140.0,1.0,C 
2024-01-24,23.4,29.6,26.1,90.0,0.3,3.1,3.0,100.0,1.0,C 
2024-01-25,23.5,32.3,27.5,87.0,0.0,0.7,4.0,120.0,1.0,C 
2024-01-26,24.0,33.0,27.9,84.0,0.0,7.1,5.0,100.0,2.0,C 
2024-01-28,24.7,28.7,25.7,96.0,0.0,9.0,4.0,100.0,1.0,C 
2024-01-29,24.2,30.4,26.7,88.0,59.5,0.0,5.0,130.0,1.0,C 
2024-01-30,24.0,28.9,25.5,96.0,1.7,4.2,3.0,100.0,1.0,C 
2024-01-31,24.3,31.1,26.4,93.0,29.9,0.0,3.0,80.0,1.0,C 
2024-02-01,23.4,25.9,24.7,97.0,41.6,2.0,0.0,130.0,0.0,C 
2024-02-02,23.5,29.6,26.3,92.0,15.6,0.0,3.0,230.0,1.0,C 
2024-02-03,24.2,31.4,26.9,88.0,4.5,3.7,4.0,70.0,1.0,C 
2024-02-04,23.0,31.1,27.2,88.0,0.0,2.9,4.0,290.0,1.0,C 
2024-02-05,23.8,30.9,27.1,90.0,0.0,5.3,2.0,60.0,1.0,C 
2024-02-06,24.4,31.6,27.4,88.0,0.0,0.9,4.0,300.0,1.0,C 
2024-02-07,24.5,31.3,26.9,90.0,0.0,5.7,4.0,120.0,1.0,C 
2024-02-08,23.6,32.2,27.6,86.0,1.0,2.0,5.0,260.0,1.0,C 
2024-02-09,23.7,32.3,27.6,86.0,0.0,8.4,4.0,100.0,2.0,E 
2024-02-10,24.7,29.7,26.4,94.0,0.2,6.9,3.0,80.0,1.0,C 
2024-02-11,24.8,27.4,25.3,97.0,19.1,0.0,4.0,80.0,1.0,C 
2024-02-12,24.2,27.6,25.6,97.0,87.2,0.0,4.0,70.0,0.0,C 
2024-02-13,24.3,30.1,26.9,90.0,22.0,0.0,5.0,70.0,1.0,C 
2024-02-14,24.8,31.2,26.8,93.0,1.4,1.6,4.0,240.0,1.0,C 
2024-02-15,24.6,28.6,25.7,97.0,8.2,3.0,3.0,100.0,0.0,C 
2024-02-16,25.0,28.1,25.5,96.0,35.0,0.4,3.0,50.0,1.0,C 
2024-02-17,23.6,31.7,27.4,85.0,15.4,0.6,5.0,70.0,2.0,C 
2024-02-18,24.5,31.2,27.5,89.0,0.0,8.5,4.0,270.0,1.0,C 
2024-02-19,25.0,32.5,27.4,88.0,0.0,3.8,3.0,70.0,1.0,C 
2024-02-20,24.2,32.1,27.9,89.0,0.0,1.2,5.0,250.0,1.0,C 
2024-02-21,24.2,31.8,27.8,87.0,1.6,7.8,5.0,320.0,1.0,C 
2024-02-23,23.8,32.5,27.3,85.0,0.0,5.9,4.0,310.0,1.0,C 
2024-02-24,23.0,32.8,27.8,85.0,0.0,8.8,4.0,290.0,1.0,C 
2024-02-25,23.0,31.8,26.8,91.0,0.0,5.6,3.0,350.0,1.0,C 
2024-02-26,23.9,29.2,26.3,94.0,4.2,3.1,4.0,70.0,1.0,C 
2024-02-27,24.3,32.5,28.1,83.0,0.6,0.0,5.0,20.0,2.0,C 
2024-02-28,25.3,31.4,26.8,91.0,0.0,8.6,3.0,10.0,1.0,C 
2024-02-29,24.9,31.8,27.2,91.0,2.9,1.6,4.0,40.0,1.0,C 
2024-03-01,25.2,28.4,26.5,96.0,1.0,0.7,2.0,140.0,0.0,C 
2024-03-02,24.7,28.0,25.7,96.0,68.2,0.0,2.0,100.0,0.0,C 
2024-03-03,24.3,31.4,27.1,92.0,16.4,1.5,4.0,330.0,1.0,C 
2024-03-04,24.9,30.9,27.3,90.0,2.8,3.5,3.0,60.0,1.0,C 
2024-03-05,24.7,28.6,26.3,96.0,0.2,0.9,3.0,350.0,1.0,C 
2024-03-06,24.7,32.2,27.8,89.0,3.6,0.3,2.0,340.0,1.0,C 
2024-03-07,25.1,32.5,27.7,90.0,0.0,1.3,4.0,340.0,1.0,C 
2024-03-08,25.0,29.7,27.1,91.0,0.0,5.0,4.0,40.0,1.0,C 
2024-03-09,24.9,29.7,26.6,93.0,0.4,0.0,3.0,50.0,1.0,C 
2024-03-10,24.0,32.0,27.4,86.0,4.8,0.0,5.0,70.0,1.0,C 
2024-03-11,24.4,30.9,27.0,89.0,0.0,4.6,3.0,350.0,1.0,C 
2024-03-13,24.4,31.3,26.5,86.0,0.0,7.2,3.0,70.0,1.0,C 
2024-03-14,22.2,33.3,27.1,80.0,0.0,0.0,4.0,20.0,1.0,C 
2024-03-15,22.8,31.3,27.6,87.0,0.0,8.4,5.0,310.0,1.0,C 
2024-03-16,24.0,32.0,26.8,88.0,0.0,6.2,4.0,30.0,1.0,C 
2024-03-18,23.8,33.4,27.8,86.0,0.0,10.0,4.0,100.0,1.0,C 
2024-03-19,24.2,32.3,28.0,84.0,0.0,5.9,4.0,20.0,2.0,NE
2024-03-20,24.8,32.8,28.2,82.0,0.0,6.9,5.0,350.0,2.0,C 
2024-03-21,24.9,33.3,27.9,79.0,0.0,8.7,4.0,30.0,1.0,C 
2024-03-22,23.7,35.0,28.3,78.0,0.0,7.6,4.0,340.0,1.0,C 
2024-03-23,24.3,32.5,27.2,88.0,0.0,9.9,4.0,290.0,1.0,C 
2024-03-24,24.2,31.2,27.3,91.0,1.3,6.2,3.0,40.0,1.0,C 
2024-03-25,25.2,33.2,28.4,83.0,12.4,2.4,5.0,300.0,1.0,C 
2024-03-26,24.2,32.6,28.1,83.0,0.0,9.1,4.0,320.0,1.0,C 
2024-03-27,24.8,29.0,26.0,94.0,0.0,9.0,3.0,50.0,0.0,C 
2024-03-28,24.1,32.0,27.5,88.0,4.0,0.0,3.0,70.0,1.0,C 
2024-03-30,24.0,27.6,25.3,96.0,1.4,7.2,2.0,90.0,0.0,C 
2024-03-31,23.4,31.9,27.5,89.0,28.6,0.0,4.0,300.0,1.0,NW
2024-04-01,24.6,31.6,27.6,87.0,1.7,4.9,5.0,300.0,1.0,C 
2024-04-02,24.6,32.7,27.9,85.0,0.0,5.4,3.0,300.0,1.0,C 
2024-04-04,24.7,32.8,28.0,86.0,0.0,5.9,4.0,310.0,1.0,C 
2024-04-05,23.9,33.2,29.9,79.0,0.0,8.3,5.0,330.0,2.0,NW
2024-04-06,25.5,32.9,27.9,88.0,0.0,8.0,4.0,310.0,1.0,C 
2024-04-07,25.5,33.8,28.1,85.0,0.2,4.6,3.0,60.0,1.0,C 
2024-04-08,24.6,33.6,28.7,83.0,0.0,3.8,4.0,300.0,1.0,C 
2024-04-09,25.2,32.5,26.6,94.0,0.3,9.7,3.0,290.0,1.0,C 
2024-04-10,24.7,31.0,26.7,93.0,70.0,2.7,2.0,50.0,0.0,C 
2024-04-11,24.6,32.6,26.9,90.0,6.6,0.8,5.0,360.0,1.0,C 
2024-04-12,23.9,32.0,26.8,90.0,4.1,5.0,3.0,300.0,1.0,C 
2024-04-13,24.0,32.6,27.5,87.0,92.7,5.2,3.0,300.0,1.0,C 
2024-04-14,24.2,33.4,28.5,84.0,0.0,5.3,4.0,300.0,1.0,C 
2024-04-15,25.0,33.1,28.5,84.0,0.0,9.1,4.0,300.0,1.0,C 
2024-04-16,25.4,33.0,28.0,88.0,0.0,7.1,4.0,290.0,1.0,C 
2024-04-17,25.4,31.8,27.5,86.0,2.6,6.1,5.0,160.0,2.0,C 
2024-04-18,24.5,33.2,28.2,85.0,0.0,6.2,4.0,310.0,1.0,C 
2024-04-19,23.8,33.2,28.4,82.0,0.0,6.4,4.0,330.0,1.0,C 
2024-04-20,24.1,34.1,28.3,88.0,0.0,9.6,4.0,80.0,1.0,C 
2024-04-21,25.2,32.6,28.7,86.0,2.7,4.9,4.0,330.0,1.0,C 
2024-04-22,25.4,33.5,28.8,84.0,0.0,2.8,4.0,310.0,1.0,C 
2024-04-23,25.3,32.2,26.5,93.0,0.2,7.8,3.0,300.0,0.0,C 
2024-04-24,24.5,32.0,27.8,88.0,5.0,2.9,3.0,320.0,1.0,C 
2024-04-25,24.8,34.2,28.8,83.0,7.5,6.2,3.0,240.0,1.0,C 
2024-04-26,25.6,31.5,27.7,90.0,0.0,8.0,2.0,250.0,0.0,C 
2024-04-27,24.5,33.2,28.8,82.0,1.5,2.6,4.0,290.0,1.0,C 
2024-04-28,25.0,31.4,27.4,92.0,0.0,8.6,2.0,310.0,0.0,C 
2024-04-29,25.0,29.7,26.5,94.0,2.0,0.0,3.0,60.0,1.0,C 
2024-04-30,24.0,33.6,28.6,82.0,1.0,0.0,3.0,320.0,1.0,C 
2024-05-01,24.6,32.8,28.8,84.0,0.0,9.8,4.0,290.0,1.0,C 
2024-05-02,25.2,33.0,28.2,85.0,0.0,8.5,2.0,320.0,1.0,C 
2024-05-04,24.9,33.4,28.8,85.0,0.0,2.3,4.0,300.0,1.0,C 
2024-05-05,25.1,31.2,26.8,92.0,19.0,7.5,2.0,40.0,0.0,C 
2024-05-06,24.4,33.5,28.9,83.0,1.1,0.0,4.0,310.0,1.0,C 
2024-05-07,25.2,32.7,28.3,86.0,0.0,9.5,3.0,310.0,1.0,C 
2024-05-08,24.4,32.8,27.4,88.0,0.0,3.5,4.0,160.0,1.0,SE
2024-05-09,24.4,33.6,28.5,80.0,0.0,1.6,4.0,280.0,1.0,C 
2024-05-10,24.6,33.6,28.9,83.0,0.0,8.8,4.0,330.0,1.0,C 
2024-05-11,25.4,32.4,26.3,92.0,0.0,8.7,3.0,160.0,1.0,C 
2024-05-12,23.8,33.2,26.7,91.0,1.5,2.2,5.0,70.0,1.0,C 
2024-05-13,23.8,32.5,28.5,87.0,14.4,3.9,3.0,280.0,1.0,C 
2024-05-14,25.4,33.4,27.7,90.0,1.8,6.4,2.0,100.0,1.0,C 
2024-05-15,25.2,34.9,29.4,83.0,13.5,3.3,3.0,170.0,1.0,C 
2024-05-16,25.2,31.8,27.4,91.0,0.7,8.7,3.0,70.0,0.0,C 
2024-05-17,24.6,33.0,27.9,90.0,15.8,1.8,4.0,300.0,1.0,C 
2024-05-18,25.4,30.3,26.6,94.0,4.8,6.8,3.0,300.0,1.0,C 
2024-05-19,24.7,33.2,28.1,87.0,1.9,2.3,3.0,100.0,1.0,C 
2024-05-20,25.0,33.7,28.5,84.0,3.1,7.4,4.0,300.0,1.0,C 
